name,location,line,votes,clears,createdAt,lastConfirmedAt
"Train stopped between stations","Charles/MGH","Red Line - Southbound",1,0,2015-03-04T13:51:00.423Z,2015-03-04T13:53:30.929Z
"Overcrowded platform","Porter Square","Red Line - Southbound",1,0,2015-04-16T13:28:00.665Z,2015-04-16T13:30:59.113Z
"Overcrowded train","Charles/MGH","Red Line - Northbound",0,0,2015-02-26T15:38:52.345Z,2015-02-26T15:38:52.345Z
"Train too crowded to board","State Street","Orange Line - Northbound",1,0,2015-03-05T22:24:04.286Z,2015-03-05T22:24:23.592Z
"Train stopped between stations","Copley","Green Line B - Eastbound",0,0,2015-03-31T21:03:04.209Z,2015-03-31T21:03:04.209Z
"Normal conditions","JFK/UMass","Red Line - Northbound",0,0,2015-02-27T23:25:13.004Z,2015-02-27T23:25:13.004Z
"Overcrowded train","Porter Square","Red Line - Southbound",21,17,2015-02-25T12:36:30.157Z,2015-02-25T14:07:38.529Z
"Train too crowded to board","Porter Square","Red Line - Northbound",0,2,2015-02-25T13:30:59.385Z,2015-02-25T13:30:59.385Z
"Delayed train","Community College","Orange Line - Northbound",1,0,2015-02-27T21:56:37.038Z,2015-02-27T22:02:10.967Z
"Overcrowded train","Central Square","Red Line - Northbound",0,0,2015-03-03T23:23:59.350Z,2015-03-03T23:23:59.350Z
"Disabled train","Kenmore","Green Line D - Eastbound",0,0,2015-02-26T13:35:03.573Z,2015-02-26T13:35:03.573Z
"Train standing by at station","JFK/UMass","Red Line - Southbound",0,0,2015-07-28T13:34:30.501Z,2015-07-28T13:34:30.501Z
"Train stopped between stations","Kendall","Red Line - Southbound",0,1,2015-02-25T22:42:24.088Z,2015-02-25T22:42:24.088Z
"Normal conditions","Wollaston","Red Line - Southbound",3,0,2015-02-24T22:57:51.553Z,2015-02-24T23:39:07.047Z
"Train stopped between stations","Davis","Red Line - Northbound",0,0,2015-08-07T21:45:04.730Z,2015-08-07T21:45:04.730Z
"Overcrowded platform","South Station","Red Line - Southbound",0,0,2015-05-07T21:24:07.374Z,2015-05-07T21:24:07.374Z
"Delayed train","Wonderland","Blue Line - Northbound",0,0,2015-02-25T23:47:02.091Z,2015-02-25T23:47:02.091Z
"Delayed train","Park Street","Green Line B - Westbound",0,0,2015-03-22T02:04:40.880Z,2015-03-22T02:04:40.880Z
"Normal conditions","Lechmere","Green Line E - Westbound",0,0,2015-03-11T11:46:43.847Z,2015-03-11T11:46:43.847Z
"Disabled train Mega Zhopa","Boston Univ. Central","Green Line B - Westbound",1,0,2015-02-26T23:09:25.227Z,2015-02-26T23:15:30.085Z
"Delayed train","Middleborough/Lakeville","Middleborough-Lakeville Line - Inbound",0,0,2015-04-10T20:56:02.912Z,2015-04-10T20:56:02.912Z
"Delayed train","Newton Highlands","Green Line D - Eastbound",0,0,2015-03-02T15:10:06.422Z,2015-03-02T15:10:06.422Z
"Delayed train","State Street","Orange Line - Southbound",0,4,2015-02-27T13:51:01.106Z,2015-02-27T13:51:01.106Z
"Train stopped between stations","Charles/MGH","Red Line - Southbound",0,1,2015-03-30T20:58:32.535Z,2015-03-30T20:58:32.535Z
"Delayed train","Porter Square","Red Line - Southbound",0,0,2015-03-24T10:52:23.465Z,2015-03-24T10:52:23.465Z
"Normal conditions","Yawkey","Framingham-Worcester Line - Outbound",0,0,2015-03-05T22:47:45.429Z,2015-03-05T22:47:45.429Z
"Train stopped between stations","Kenmore","Green Line D - Eastbound",0,0,2015-06-09T11:51:47.041Z,2015-06-09T11:51:47.041Z
"Delayed train","Downtown Crossing","Orange Line - Northbound",0,0,2015-08-06T20:41:35.405Z,2015-08-06T20:41:35.405Z
"Train stopped between stations","Harvard Square","Red Line - Northbound",0,0,2015-05-04T12:31:21.444Z,2015-05-04T12:31:21.444Z
"Normal conditions","Hynes Convention Center","Green Line D - Westbound",0,0,2015-02-25T14:23:45.429Z,2015-02-25T14:23:45.429Z
"Train too crowded to board","Chinatown","Orange Line - Southbound",0,0,2015-07-28T21:43:41.639Z,2015-07-28T21:43:41.639Z
"Delayed train","Fields Corner","Red Line - Northbound",0,0,2015-03-03T14:36:09.423Z,2015-03-03T14:36:09.423Z
"Train stopped between stations","North Quincy","Red Line - Northbound",0,0,2015-02-26T11:59:38.765Z,2015-02-26T11:59:38.765Z
"Train too crowded to board","Maverick","Blue Line - Southbound",0,0,2015-05-22T12:20:31.478Z,2015-05-22T12:20:31.478Z
"Delayed train","Boylston","Green Line E - Westbound",0,0,2015-03-04T12:55:55.229Z,2015-03-04T12:55:55.229Z
"Delayed train","Kendall","Red Line - Southbound",0,0,2015-05-15T21:19:19.058Z,2015-05-15T21:19:19.058Z
"Overcrowded train","State Street","Orange Line - Southbound",0,0,2015-03-05T22:41:48.879Z,2015-03-05T22:41:48.879Z
"Normal conditions","Harvard Square","Red Line - Southbound",1,0,2015-02-25T14:57:34.002Z,2015-02-25T15:06:29.581Z
"Normal conditions","Downtown Crossing","Red Line - Northbound",0,0,2015-03-29T03:50:06.290Z,2015-03-29T03:50:06.290Z
"Delayed train","Davis","Red Line - Southbound",0,0,2015-03-03T06:54:21.562Z,2015-03-03T06:54:21.562Z
"Delayed train","Providence","Providence-Stoughton Line - Inbound",0,0,2015-03-11T10:35:42.145Z,2015-03-11T10:35:42.145Z
"Train too crowded to board","State Street","Orange Line - Southbound",0,0,2015-08-05T11:25:22.925Z,2015-08-05T11:25:22.925Z
"Delayed train","Ruggles","Orange Line - Northbound",2,0,2015-03-03T01:21:10.134Z,2015-03-03T01:37:42.326Z
"Delayed train","Davis","Red Line - Southbound",1,0,2015-03-07T21:15:47.169Z,2015-03-07T21:22:15.347Z
"Train too crowded to board","North Quincy","Red Line - Northbound",8,2,2015-02-26T13:07:49.432Z,2015-02-26T13:32:57.303Z
"Delayed train","Boylston","Green Line B - Eastbound",0,0,2015-03-02T11:51:55.336Z,2015-03-02T11:51:55.336Z
"Delayed train","Hynes Convention Center","Green Line D - Westbound",0,0,2015-02-26T21:45:16.515Z,2015-02-26T21:45:16.515Z
"Medical emergency","Tufts Medical Center","Orange Line - Northbound",1,0,2015-06-09T14:27:50.551Z,2015-06-09T14:36:04.385Z
"Delayed train","Needham Heights","Needham Line - Outbound",0,0,2015-03-04T23:32:12.519Z,2015-03-04T23:32:12.519Z
"Train stopped between stations","South Station","Red Line - Southbound",0,0,2015-02-28T06:05:26.784Z,2015-02-28T06:05:26.784Z
"Disabled train","South Station","Red Line - Southbound",6,0,2015-02-27T00:13:10.119Z,2015-02-27T00:15:35.345Z
"Overcrowded train","Sullivan Square","Orange Line - Southbound",0,0,2015-07-28T12:57:06.530Z,2015-07-28T12:57:06.531Z
"Disabled train","Braintree","Red Line - Southbound",0,0,2015-03-09T20:18:46.372Z,2015-03-09T20:18:46.372Z
"Normal conditions","Wonderland","Blue Line - Northbound",0,0,2015-02-26T21:55:59.702Z,2015-02-26T21:55:59.702Z
"Delayed bus","Design Center","SL2 - Inbound",0,0,2015-07-06T21:17:52.900Z,2015-07-06T21:17:52.901Z
"Train too crowded to board","Ruggles","Orange Line - Northbound",0,0,2015-04-10T06:04:45.404Z,2015-04-10T06:04:45.404Z
"Train too crowded to board","Coolidge Corner","Green Line C - Eastbound",0,0,2015-03-17T12:58:04.712Z,2015-03-17T12:58:04.712Z
"Delayed train","Oak Grove","Orange Line - Northbound",1,0,2015-02-26T16:06:04.984Z,2015-02-26T16:22:42.758Z
"Delayed train","Central Square","Red Line - Northbound",0,0,2015-03-09T20:50:10.189Z,2015-03-09T20:50:10.189Z
"Train stopped between stations","Porter Square","Red Line - Southbound",1,0,2015-02-27T12:30:55.482Z,2015-02-27T12:31:14.047Z
"Delayed train","Andrew","Red Line - Northbound",4,2,2015-02-26T04:07:32.202Z,2015-02-26T04:51:00.915Z
"Normal conditions","Tufts Medical Center","Orange Line - Southbound",0,0,2015-04-16T16:55:15.965Z,2015-04-16T16:55:15.965Z
"Normal conditions","Suffolk Downs","Blue Line - Northbound",0,0,2015-02-27T03:07:20.286Z,2015-02-27T03:07:20.286Z
"Train stopped between stations","Hynes Convention Center","Green Line D - Eastbound",0,0,2015-03-03T13:51:36.724Z,2015-03-03T13:51:36.724Z
"Delayed train","Roxbury Crossing","Orange Line - Southbound",0,0,2015-03-06T11:29:00.077Z,2015-03-06T11:29:00.077Z
"Train too crowded to board","Brookline Village","Green Line D - Eastbound",0,0,2015-02-25T13:42:27.271Z,2015-02-25T13:42:27.271Z
"Overcrowded platform","Haymarket","Green Line E - Westbound",0,0,2015-03-04T13:27:21.348Z,2015-03-04T13:27:21.348Z
"Train stopped between stations","Central Square","Red Line - Southbound",1,0,2015-03-13T21:49:42.851Z,2015-03-13T21:55:55.455Z
"Normal conditions","Harvard Square","Red Line - Southbound",0,0,2015-02-27T14:05:04.271Z,2015-02-27T14:05:04.271Z
"Train too crowded to board","Coolidge Corner","Green Line C - Eastbound",0,0,2015-04-01T12:03:18.543Z,2015-04-01T12:03:18.543Z
"Delayed train","Framingham","Framingham-Worcester Line - Inbound",0,0,2015-03-05T12:31:17.761Z,2015-03-05T12:31:17.761Z
"Normal conditions","Kendall","Red Line - Northbound",0,0,2015-03-05T23:55:51.117Z,2015-03-05T23:55:51.117Z
"Police action","Boston College","Green Line B - Eastbound",0,0,2015-06-22T19:24:22.866Z,2015-06-22T19:24:22.866Z
"Normal conditions","Longwood Medical Area","Green Line E - Eastbound",0,0,2015-02-26T12:24:38.288Z,2015-02-26T12:24:38.288Z
"Train standing by at station","Porter Square","Red Line - Southbound",0,0,2015-03-31T21:25:19.430Z,2015-03-31T21:25:19.430Z
"Delayed train","Bowdoin","Blue Line - Northbound",1,0,2015-04-10T14:17:50.237Z,2015-04-10T14:17:58.957Z
"Normal conditions","Alewife","Red Line - Southbound",6,0,2015-02-26T02:30:42.861Z,2015-02-26T13:09:21.810Z
"Train stopped between stations","Central Square","Red Line - Northbound",0,0,2015-05-04T22:50:08.591Z,2015-05-04T22:50:08.591Z
"Delayed train","Copley","Green Line B - Westbound",0,0,2015-07-01T21:45:29.592Z,2015-07-01T21:45:29.592Z
"Train too crowded to board","Kendall","Red Line - Southbound",0,0,2015-03-12T21:29:16.887Z,2015-03-12T21:29:16.887Z
"Normal conditions","Porter Square","Red Line - Northbound",0,0,2015-02-26T20:04:04.803Z,2015-02-26T20:04:04.803Z
"Normal conditions","Porter Square","Red Line - Southbound",3,0,2015-02-26T13:03:03.775Z,2015-02-26T13:06:47.261Z
"Train too crowded to board","Park Street","Green Line E - Eastbound",0,0,2015-02-26T23:16:27.768Z,2015-02-26T23:16:27.768Z
"Delayed train","Coolidge Corner","Green Line C - Eastbound",0,0,2015-02-27T00:26:59.235Z,2015-02-27T00:26:59.235Z
"Train standing by at station","Central Square","Red Line - Northbound",0,1,2015-04-24T22:16:17.923Z,2015-04-24T22:16:17.923Z
"Police action","Green Street","Orange Line - Northbound",1,0,2015-03-08T21:19:20.376Z,2015-03-08T21:20:12.538Z
"Disabled train","Airport","Blue Line - Southbound",0,0,2015-03-16T11:22:30.186Z,2015-03-16T11:22:30.186Z
"Normal conditions","Lechmere","Green Line B - Eastbound",0,0,2015-02-26T23:19:07.875Z,2015-02-26T23:19:07.875Z
"Train too crowded to board","Park Street","Green Line D - Westbound",1,0,2015-02-25T13:42:07.232Z,2015-02-25T13:52:20.515Z
"Delayed train","North Station","Orange Line - Northbound",0,1,2015-05-01T21:06:33.750Z,2015-05-01T21:06:33.750Z
"Train standing by at station","Sullivan Square","Orange Line - Northbound",0,0,2015-05-10T22:16:22.623Z,2015-05-10T22:16:22.623Z
"Disabled train","Alewife","Red Line - Southbound",1,0,2015-04-30T12:13:34.189Z,2015-04-30T12:18:08.285Z
"Train stopped between stations","Central Square","Red Line - Northbound",0,0,2015-03-06T22:52:59.316Z,2015-03-06T22:52:59.316Z
"Overcrowded platform","State Street","Orange Line - Southbound",0,0,2015-03-03T12:44:14.949Z,2015-03-03T12:44:14.949Z
"Normal conditions","Downtown Crossing","Red Line - Northbound",1,0,2015-02-25T14:38:18.666Z,2015-02-25T14:41:08.670Z
"Delayed train","Worcester","Framingham-Worcester Line - Inbound",0,0,2015-04-14T11:15:42.284Z,2015-04-14T11:15:42.284Z
"Delayed train","Park Street","Green Line B - Westbound",0,0,2015-03-01T23:32:57.459Z,2015-03-01T23:32:57.459Z
"Delayed train","North Station","Newburyport-Rockport Line - Outbound",0,0,2015-03-26T22:38:59.531Z,2015-03-26T22:38:59.531Z
"Disabled train","Harvard Square","Red Line - Southbound",0,0,2015-03-28T14:51:02.709Z,2015-03-28T14:51:02.709Z
"Train stopped between stations","North Quincy","Red Line - Northbound",0,0,2015-03-06T12:44:49.640Z,2015-03-06T12:44:49.640Z
"Overcrowded platform","North Station","Orange Line - Northbound",7,1,2015-02-25T22:51:20.609Z,2015-02-25T23:14:14.922Z
"Delayed train","Malden Center","Orange Line - Southbound",1,0,2015-03-09T12:31:49.723Z,2015-03-09T12:32:05.846Z
"Train standing by at station","JFK/UMass","Red Line - Northbound",0,0,2015-05-26T12:41:02.499Z,2015-05-26T12:41:02.499Z
"Overcrowded train","Charles/MGH","Red Line - Southbound",0,0,2015-03-12T21:29:30.479Z,2015-03-12T21:29:30.479Z
"Train too crowded to board","Fenway","Green Line D - Westbound",1,0,2015-03-02T23:02:34.737Z,2015-03-02T23:04:18.101Z
"Train standing by at station","Roxbury Crossing","Orange Line - Northbound",0,0,2015-04-20T13:48:50.863Z,2015-04-20T13:48:50.863Z
"Normal conditions","State Street","Orange Line - Southbound",0,0,2015-06-30T22:54:16.359Z,2015-06-30T22:54:16.359Z
"Normal conditions","Alewife","Red Line - Southbound",0,1,2015-02-24T18:52:45.460Z,2015-02-24T18:52:45.460Z
"Train too crowded to board","Downtown Crossing","Orange Line - Northbound",0,0,2015-03-12T21:21:28.329Z,2015-03-12T21:21:28.329Z
"Normal conditions","Downtown Crossing","Red Line - Northbound",0,0,2015-03-11T22:18:15.423Z,2015-03-11T22:18:15.423Z
"Train too crowded to board","State","Blue Line - Northbound",0,0,2015-04-09T21:33:41.253Z,2015-04-09T21:33:41.253Z
"Delayed train","Malden Center","Orange Line - Southbound",0,0,2015-03-13T22:51:50.291Z,2015-03-13T22:51:50.291Z
"Overcrowded train","Kendall","Red Line - Northbound",2,0,2015-03-16T23:40:14.430Z,2015-03-16T23:40:33.427Z
"Delayed train","Quincy Center","Red Line - Northbound",0,0,2015-03-07T13:23:46.837Z,2015-03-07T13:23:46.837Z
"Delayed train","Worcester","Framingham-Worcester Line - Inbound",0,0,2015-03-08T12:57:56.834Z,2015-03-08T12:57:56.834Z
"Overcrowded train","Andrew","Red Line - Southbound",1,0,2015-02-26T22:14:22.371Z,2015-02-26T22:30:59.996Z
"Normal conditions","Charles/MGH","Red Line - Northbound",0,0,2015-03-31T00:40:28.356Z,2015-03-31T00:40:28.356Z
"Delayed train","Maverick","Blue Line - Northbound",0,0,2015-03-03T00:13:14.901Z,2015-03-03T00:13:14.901Z
"Overcrowded platform","Oak Grove","Orange Line - Northbound",1,0,2015-03-10T21:25:51.506Z,2015-03-10T21:37:24.796Z
"Train standing by at station","Park Street","Green Line C - Westbound",0,0,2015-06-20T19:38:35.756Z,2015-06-20T19:38:35.756Z
"Delayed train","Wollaston","Red Line - Northbound",1,0,2015-02-25T12:35:36.529Z,2015-02-25T12:52:21.422Z
"Normal conditions","Porter Square","Red Line - Southbound",1,0,2015-03-03T13:02:52.636Z,2015-03-03T13:17:07.963Z
"Delayed train","Alewife","Red Line - Southbound",0,0,2015-04-14T17:59:29.875Z,2015-04-14T17:59:29.875Z
"Train standing by at station","North Station","Orange Line - Northbound",1,0,2015-05-04T21:43:49.776Z,2015-05-04T21:46:14.509Z
"Normal conditions","Davis","Red Line - Southbound",0,0,2015-03-02T13:02:47.495Z,2015-03-02T13:02:47.495Z
"Delayed train","Massachusetts Ave.","Orange Line - Northbound",0,0,2015-03-04T22:40:05.476Z,2015-03-04T22:40:05.476Z
"Delayed train","Oak Grove","Orange Line - Southbound",3,0,2015-05-29T11:50:49.106Z,2015-05-29T12:02:40.816Z
"Overcrowded train","Haymarket","Orange Line - Southbound",0,0,2015-03-31T12:24:15.532Z,2015-03-31T12:24:15.532Z
"Train standing by at station","Harvard Square","Red Line - Southbound",0,0,2015-03-25T21:06:52.227Z,2015-03-25T21:06:52.227Z
"Delayed train","Kenmore","Green Line D - Westbound",1,0,2015-03-03T21:52:03.127Z,2015-03-03T22:00:55.505Z
"Delayed train","Assembly","Orange Line - Southbound",0,0,2015-03-17T14:36:06.566Z,2015-03-17T14:36:06.566Z
"Delayed train","Downtown Crossing","Orange Line - Northbound",0,0,2015-03-14T16:51:20.141Z,2015-03-14T16:51:20.141Z
"Train stopped between stations","Copley","Green Line C - Westbound",0,0,2015-03-04T14:28:04.609Z,2015-03-04T14:28:04.609Z
"Normal conditions","Kenmore","Green Line C - Eastbound",0,0,2015-03-12T18:55:18.372Z,2015-03-12T18:55:18.372Z
"Delayed train","Fenway","Green Line D - Westbound",0,0,2015-04-10T12:08:59.217Z,2015-04-10T12:08:59.217Z
"Delayed train","Kendall","Red Line - Northbound",0,0,2015-03-08T01:00:19.956Z,2015-03-08T01:00:19.956Z
"Overcrowded platform","Back Bay","Orange Line - Northbound",1,0,2015-02-26T22:44:30.711Z,2015-02-26T22:49:23.490Z
"Overcrowded platform","State Street","Orange Line - Southbound",0,0,2015-03-09T11:40:42.037Z,2015-03-09T11:40:42.037Z
"Medical emergency","Park Street","Red Line - Southbound",0,0,2015-03-31T21:26:34.802Z,2015-03-31T21:26:34.802Z
"Normal conditions","Rockport","Newburyport-Rockport Line - Inbound",0,0,2015-04-05T01:52:47.104Z,2015-04-05T01:52:47.104Z
"Delayed train","Kendall","Red Line - Southbound",0,0,2015-03-19T22:23:34.426Z,2015-03-19T22:23:34.426Z
"Normal conditions","JFK/UMass","Red Line - Southbound",0,0,2015-04-14T19:46:20.249Z,2015-04-14T19:46:20.249Z
"Delayed train","Forest Hills","Orange Line - Northbound",0,0,2015-04-07T22:20:33.845Z,2015-04-07T22:20:33.845Z
"Disabled train","Sullivan Square","Orange Line - Southbound",0,0,2015-02-28T17:52:41.400Z,2015-02-28T17:52:41.400Z
"Train too crowded to board","Saint Mary Street","Green Line C - Westbound",0,0,2015-03-03T23:45:12.041Z,2015-03-03T23:45:12.041Z
"Train standing by at station","Charles/MGH","Red Line - Southbound",0,0,2015-03-23T12:37:18.841Z,2015-03-23T12:37:18.841Z
"Police action","Green Street","Orange Line - Northbound",0,0,2015-07-14T00:32:37.811Z,2015-07-14T00:32:37.811Z
"Normal conditions","South Station","Red Line - Northbound",0,0,2015-02-26T14:12:46.045Z,2015-02-26T14:12:46.045Z
"Train too crowded to board","Downtown Crossing","Orange Line - Northbound",45,2,2015-02-25T22:20:58.177Z,2015-02-25T23:14:36.096Z
"Disabled train","Broadway","Red Line - Southbound",0,0,2015-03-04T14:22:14.250Z,2015-03-04T14:22:14.250Z
"Train stopped between stations","Charles/MGH","Red Line - Southbound",1,0,2015-04-09T21:01:21.764Z,2015-04-09T21:01:37.286Z
"Normal conditions","Downtown Crossing","Red Line - Southbound",0,0,2015-03-12T14:14:06.621Z,2015-03-12T14:14:06.621Z
"Delayed train","Malden Center","Orange Line - Northbound",0,0,2015-03-05T21:14:50.427Z,2015-03-05T21:14:50.427Z
"Disabled train","State Street","Orange Line - Southbound",0,0,2015-03-03T23:47:32.707Z,2015-03-03T23:47:32.707Z
"Train standing by at station","Broadway","Red Line - Northbound",0,0,2015-03-16T13:08:58.321Z,2015-03-16T13:08:58.321Z
"Delayed train","Porter Square","Red Line - Southbound",1,0,2015-03-04T14:04:10.522Z,2015-03-04T14:08:01.243Z
"Delayed train","Framingham","Framingham-Worcester Line - Inbound",0,0,2015-03-09T18:49:55.233Z,2015-03-09T18:49:55.233Z
"Delayed train","Park Street","Red Line - Northbound",1,0,2015-03-02T23:12:57.669Z,2015-03-02T23:13:30.995Z
"Disabled train","Back Bay","Orange Line - Southbound",0,0,2015-07-29T11:44:02.864Z,2015-07-29T11:44:02.864Z
"Delayed train","Back Bay","Orange Line - Northbound",0,0,2015-03-05T23:41:56.461Z,2015-03-05T23:41:56.461Z
"Delayed train","Massachusetts Ave.","Orange Line - Southbound",0,0,2015-06-30T22:54:10.258Z,2015-06-30T22:54:10.258Z
"Train standing by at station","Alewife","Red Line - Northbound",0,0,2015-03-18T13:56:14.394Z,2015-03-18T13:56:14.394Z
"Delayed train","Kenmore","Green Line B - Westbound",0,0,2015-04-22T11:58:14.877Z,2015-04-22T11:58:14.877Z
"Normal conditions","Central Square","Red Line - Southbound",0,0,2015-03-23T13:20:26.608Z,2015-03-23T13:20:26.608Z
"Delayed train","Wollaston","Red Line - Northbound",0,1,2015-03-02T13:04:40.299Z,2015-03-02T13:04:40.299Z
"Delayed train","Alewife","Red Line - Northbound",0,0,2015-06-05T12:34:49.569Z,2015-06-05T12:34:49.569Z
"Delayed train","North Quincy","Red Line - Northbound",0,0,2015-03-05T22:12:45.092Z,2015-03-05T22:12:45.093Z
